Open_time,open,high,low,close,volume
2018-02-19,10375.01,11250.00,10270.33,11153.00,40831.42
2018-02-20,11147.11,11786.01,11100.59,11200.99,48153.35
2018-02-21,11195.07,11304.03,10200.00,10437.60,68113.82
2018-02-22,10439.02,10933.44,9679.00,9811.04,67060.17
2018-02-23,9815.55,10435.00,9570.19,10131.04,57202.70
2018-02-24,10131.04,10496.97,9352.00,9694.51,40888.16
2018-02-25,9694.51,9847.00,9274.80,9590.00,28373.52
2018-02-26,9590.00,10444.32,9350.00,10324.00,34878.29
2018-02-27,10321.00,10870.00,10121.00,10569.04,30705.39
2018-02-28,10584.33,11098.00,10300.00,10326.76,30800.98
2018-03-01,10325.64,11060.41,10240.00,10920.00,25092.55
2018-03-02,10923.36,11200.00,10770.00,11039.00,23910.71
2018-03-03,11038.99,11544.00,11015.01,11464.48,21287.15
2018-03-04,11464.47,11565.00,11050.02,11515.00,17295.92
2018-03-05,11515.00,11710.00,11415.01,11454.00,15144.23
2018-03-06,11455.00,11455.00,10555.48,10716.48,29515.57
2018-03-07,10716.48,10899.00,9389.31,9910.00,50647.67
2018-03-08,9910.00,10099.00,9060.00,9271.64,41109.47
2018-03-09,9267.07,9410.00,8329.00,9227.00,64112.29
2018-03-10,9230.00,9490.00,8667.07,8770.22,37180.01
2018-03-11,8770.22,9740.00,8450.00,9533.57,44325.97
2018-03-12,9533.57,9888.88,8780.00,9131.34,42230.78
2018-03-13,9131.34,9474.00,8823.00,9150.00,40191.41
2018-03-14,9151.92,9333.78,7900.28,8170.00,49708.09
2018-03-15,8184.01,8430.00,7650.00,8240.98,52291.02
2018-03-16,8240.98,8611.64,7900.00,8260.00,38815.41
2018-03-17,8260.00,8348.62,7721.99,7824.80,33110.21
2018-03-18,7824.01,8317.40,7322.00,8189.99,59488.23
2018-03-19,8189.00,8705.23,8088.40,8600.00,55297.08
2018-03-20,8595.01,9050.00,8280.00,8909.98,44865.11
2018-03-21,8909.96,9177.01,8750.60,8885.00,39972.41
2018-03-22,8884.82,9100.00,8465.10,8722.90,40617.56
2018-03-23,8720.00,8909.00,8269.00,8898.03,39991.01
2018-03-24,8898.04,8999.95,8491.00,8546.86,35466.61
2018-03-25,8531.25,8669.85,8365.77,8470.15,29001.77
2018-03-26,8470.14,8514.89,7831.00,8134.23,44033.60
2018-03-27,8134.22,8215.94,7730.00,7795.51,37427.65
2018-03-28,7795.51,8109.00,7728.00,7949.30,26401.33
2018-03-29,7949.30,7975.00,6941.11,7090.14,54620.92
2018-03-30,7090.16,7292.43,6600.10,6840.23,65306.03
2018-03-31,6840.24,7223.36,6777.00,6923.91,36868.54
2018-04-01,6922.00,7049.98,6430.00,6813.01,44071.43
2018-04-02,6813.01,7125.00,6765.00,7056.00,32123.56
2018-04-03,7063.97,7520.00,7011.01,7405.21,37787.33
2018-04-04,7405.21,7427.52,6707.00,6796.10,42227.18
2018-04-05,6796.10,6902.00,6566.69,6770.76,39029.73
2018-04-06,6770.00,6850.00,6500.00,6601.39,27455.01
2018-04-07,6601.39,7070.00,6586.28,6895.80,32269.58
2018-04-08,6895.81,7109.13,6880.00,7018.00,21427.67
2018-04-09,7011.04,7185.00,6611.00,6782.72,34078.30
2018-04-10,6781.55,6890.00,6656.00,6843.90,22326.73
2018-04-11,6839.56,6990.00,6787.00,6953.79,23997.87
2018-04-12,6953.78,8012.23,6743.20,7923.00,64861.60
2018-04-13,7922.99,8233.39,7732.00,7877.41,55044.52
2018-04-14,7877.48,8186.00,7810.00,7999.01,31621.29
2018-04-15,8004.00,8429.54,7999.02,8355.00,27946.72
2018-04-16,8355.07,8419.00,7867.00,8064.92,36664.07
2018-04-17,8064.92,8173.70,7825.40,7885.02,32152.60
2018-04-18,7890.96,8236.43,7868.00,8173.00,26969.04
2018-04-19,8173.99,8296.00,8080.00,8278.00,27113.85
2018-04-20,8273.84,8930.00,8177.09,8856.98,39795.34
2018-04-21,8852.12,9035.00,8565.00,8915.31,40872.23
2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25
2018-04-23,8785.70,8985.00,8745.00,8934.01,25838.11
2018-04-24,8934.00,9731.01,8922.00,9619.99,46268.79
2018-04-25,9618.96,9759.82,8730.00,8869.99,81110.04
2018-04-26,8869.99,9307.48,8651.62,9266.00,43300.30
2018-04-27,9267.03,9395.00,8889.00,8915.35,37241.35
2018-04-28,8915.35,9427.48,8870.00,9348.00,34759.63
2018-04-29,9348.00,9570.51,9163.74,9419.00,38149.85
2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.03
2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.46
2018-05-02,9071.48,9268.00,8970.20,9247.84,26123.54
2018-05-03,9247.81,9844.00,9168.40,9750.00,38768.39
2018-05-04,9750.00,9830.04,9520.85,9713.99,28681.59
2018-05-05,9714.00,10020.00,9682.00,9864.00,24990.02
2018-05-06,9863.99,9970.00,9417.03,9659.01,27690.35
2018-05-07,9661.02,9689.67,9181.00,9365.00,33787.64
2018-05-08,9365.00,9475.70,9060.54,9187.56,25533.83
2018-05-09,9178.00,9390.00,8965.00,9310.00,25673.52
2018-05-10,9310.00,9395.12,8970.00,9002.20,25055.06
2018-05-11,9002.21,9016.80,8341.00,8400.00,48227.05
2018-05-12,8405.94,8646.88,8153.00,8465.94,40241.32
2018-05-13,8475.44,8763.36,8298.00,8679.71,25632.87
2018-05-14,8679.71,8879.99,8277.00,8663.34,37389.67
2018-05-15,8663.37,8859.99,8401.30,8462.00,28126.96
2018-05-16,8462.00,8488.00,8083.01,8330.00,31130.72
2018-05-17,8330.00,8464.00,7979.00,8041.46,25439.84
2018-05-18,8038.82,8273.21,7911.90,8239.81,23476.16
2018-05-19,8238.01,8390.80,8095.73,8233.49,17193.42
2018-05-20,8233.49,8609.00,8163.90,8526.98,19957.06
2018-05-21,8526.97,8595.31,8305.00,8381.24,21516.60
2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.90
2018-05-23,7977.12,8031.90,7425.00,7501.95,42910.67
2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.45
2018-05-25,7578.99,7649.55,7308.15,7457.00,26739.96
2018-05-26,7456.99,7620.00,7300.00,7333.96,19464.09
2018-05-27,7334.00,7400.00,7231.11,7338.99,18706.95
2018-05-28,7338.99,7437.00,7058.02,7099.00,27219.44
2018-05-29,7099.00,7540.00,7032.95,7461.29,39407.21
2018-05-30,7467.98,7569.00,7260.50,7375.96,32041.58
2018-05-31,7382.07,7699.00,7327.51,7485.01,30776.06
2018-06-01,7485.01,7608.55,7355.54,7521.01,28259.12
2018-06-02,7521.01,7697.33,7437.00,7640.03,26720.69
2018-06-03,7636.81,7786.69,7600.00,7714.26,27505.16
2018-06-04,7714.26,7760.52,7446.50,7487.00,32258.84
2018-06-05,7487.00,7679.49,7358.00,7625.00,31722.97
2018-06-06,7626.64,7699.00,7467.05,7658.84,27229.99
2018-06-07,7658.79,7765.00,7620.00,7691.08,25062.23
2018-06-08,7691.08,7703.50,7531.00,7603.44,23396.80
2018-06-09,7603.44,7683.98,7450.00,7491.73,19339.89
2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.02
2018-06-11,6765.00,6922.00,6610.00,6872.00,34552.16
2018-06-12,6872.00,6890.51,6435.00,6530.00,36722.21
2018-06-13,6530.00,6627.60,6118.68,6292.78,46185.52
2018-06-14,6292.78,6720.00,6260.00,6635.98,44478.13
2018-06-15,6638.67,6666.66,6362.31,6388.90,30018.33
2018-06-16,6380.01,6560.00,6320.86,6483.98,22277.24
2018-06-17,6482.50,6589.03,6422.00,6449.61,19847.25
2018-06-18,6444.06,6794.38,6380.00,6712.46,31821.43
2018-06-19,6711.39,6841.74,6653.00,6741.21,24311.42
2018-06-20,6740.00,6817.23,6551.81,6761.51,26359.75
2018-06-21,6763.21,6795.00,6672.57,6718.84,25428.85
2018-06-22,6717.69,6733.97,5918.94,6045.00,52157.37
2018-06-23,6045.92,6260.00,6008.48,6149.98,26622.79
2018-06-24,6149.98,6259.80,5750.00,6136.97,47446.00
2018-06-25,6137.95,6350.00,6061.97,6252.00,39164.52
2018-06-26,6252.00,6272.54,6035.00,6070.78,19377.24
2018-06-27,6065.89,6190.43,5971.00,6133.73,19225.67
2018-06-28,6134.73,6173.01,5827.00,5853.98,30585.27
2018-06-29,5851.01,6300.00,5780.00,6197.92,33911.29
2018-06-30,6197.92,6528.99,6186.03,6390.07,37919.61
2018-07-01,6391.08,6441.06,6251.00,6356.81,27562.97
2018-07-02,6360.82,6685.00,6271.62,6615.29,36230.45
2018-07-03,6615.29,6679.35,6463.01,6513.86,38657.78
2018-07-04,6511.01,6784.92,6441.11,6586.98,23571.89
2018-07-05,6585.53,6712.00,6453.33,6529.20,35071.97
2018-07-06,6529.20,6648.54,6425.00,6609.78,29397.09
2018-07-07,6609.79,6818.16,6508.88,6756.98,23973.88
2018-07-08,6753.48,6780.00,6667.44,6712.10,24622.95
2018-07-09,6712.10,6802.06,6612.24,6662.12,26732.41
2018-07-10,6662.78,6681.00,6263.00,6296.91,38560.67
2018-07-11,6296.91,6406.00,6278.99,6378.07,28715.50
2018-07-12,6378.07,6380.28,6070.00,6250.57,31306.66
2018-07-13,6251.40,6350.00,6110.00,6214.57,26375.33
2018-07-14,6214.57,6335.00,6178.00,6251.99,17783.07
2018-07-15,6250.90,6395.00,6225.40,6353.01,22979.21
2018-07-16,6354.15,6747.30,6330.40,6723.35,36204.88
2018-07-17,6723.33,7468.99,6652.04,7317.44,52105.42
2018-07-18,7317.44,7588.08,7225.38,7381.90,59487.64
2018-07-19,7381.88,7576.28,7270.00,7466.21,41218.26
2018-07-20,7468.86,7700.00,7273.00,7337.53,46140.31
2018-07-21,7337.47,7458.47,7211.00,7398.78,28886.49
2018-07-22,7399.25,7582.40,7335.50,7394.79,30270.22
2018-07-23,7394.78,7833.00,7375.00,7721.01,41646.35
2018-07-24,7721.65,8486.00,7696.00,8397.24,60121.16
2018-07-25,8397.24,8491.77,8050.00,8175.64,48257.65
2018-07-26,8175.63,8315.69,7850.06,7920.00,43223.48
2018-07-27,7920.00,8285.00,7805.00,8188.57,43671.01
2018-07-28,8188.57,8246.54,8067.00,8225.04,26215.17
2018-07-29,8225.04,8294.51,8115.00,8211.00,25531.23
2018-07-30,8210.99,8273.00,7866.00,8173.92,39692.42
2018-07-31,8171.40,8180.00,7633.00,7730.93,48296.92
2018-08-01,7735.67,7750.00,7430.00,7604.58,42582.31
2018-08-02,7600.08,7709.46,7455.72,7525.71,37665.70
2018-08-03,7525.71,7540.00,7282.44,7418.78,44669.49
2018-08-04,7412.27,7494.81,6926.00,7009.84,36288.43
2018-08-05,7009.84,7089.87,6882.29,7024.19,32894.85
2018-08-06,7024.19,7160.00,6821.00,6934.82,32760.19
2018-08-07,6935.00,7150.46,6670.00,6720.06,45438.47
2018-08-08,6720.63,6721.54,6123.00,6285.00,59550.54
2018-08-09,6283.27,6622.81,6178.60,6529.79,51941.19
2018-08-10,6529.79,6575.88,6026.39,6144.01,59034.97
2018-08-11,6148.13,6488.00,5971.00,6232.35,47133.42
2018-08-12,6222.55,6472.30,6130.00,6308.33,38567.77
2018-08-13,6308.56,6545.00,6145.04,6246.35,53895.83
2018-08-14,6248.25,6250.33,5880.00,6188.08,50186.75
2018-08-15,6188.08,6609.00,6172.11,6267.16,68806.69
2018-08-16,6265.27,6480.00,6205.60,6311.75,48515.25
2018-08-17,6316.00,6585.00,6285.40,6584.49,57851.61
2018-08-18,6579.04,6620.00,6288.00,6387.96,53742.32
2018-08-19,6387.96,6541.00,6300.00,6477.53,45190.85
2018-08-20,6477.53,6530.00,6220.00,6254.84,49435.56
2018-08-21,6251.00,6500.00,6235.08,6480.00,41569.95
2018-08-22,6479.98,6882.54,6251.20,6360.89,77909.39
2018-08-23,6362.57,6576.99,6342.28,6525.01,40358.17
2018-08-24,6525.00,6725.00,6440.50,6681.64,38305.68
2018-08-25,6686.98,6789.00,6650.61,6733.64,19220.51
2018-08-26,6733.64,6775.27,6568.00,6700.00,20107.30
2018-08-27,6700.00,6940.51,6646.50,6908.64,37747.08
2018-08-28,6907.26,7135.00,6860.00,7076.11,48352.92
2018-08-29,7077.00,7133.81,6912.34,7031.22,43252.49
2018-08-30,7033.21,7063.63,6784.81,6984.84,44716.77
2018-08-31,6984.84,7089.00,6888.00,7011.21,40467.40
2018-09-01,7011.21,7275.00,7008.74,7200.01,40323.41
2018-09-02,7201.57,7345.45,7127.00,7302.01,39814.84
2018-09-03,7302.00,7338.28,7191.63,7263.02,32396.02
2018-09-04,7263.00,7410.00,7227.17,7359.06,35300.64
2018-09-05,7359.05,7397.30,6682.00,6700.00,63715.26
2018-09-06,6697.27,6725.00,6265.00,6516.01,60644.46
2018-09-07,6516.84,6544.00,6320.00,6395.54,38906.29
2018-09-08,6395.54,6478.00,6111.00,6185.05,38215.03
2018-09-09,6185.06,6441.00,6141.53,6250.81,37053.92
2018-09-10,6252.26,6373.98,6221.00,6312.00,32439.46
2018-09-11,6311.99,6404.00,6169.68,6294.91,33104.89
2018-09-12,6293.00,6360.00,6192.37,6338.62,31433.65
2018-09-13,6338.62,6535.00,6337.40,6487.38,40465.06
2018-09-14,6487.39,6584.99,6385.62,6476.63,37173.34
2018-09-15,6476.63,6565.45,6466.13,6514.96,25243.66
2018-09-16,6514.96,6524.62,6370.00,6505.00,27568.13
2018-09-17,6500.08,6533.84,6201.00,6248.69,35987.25
2018-09-18,6248.69,6390.00,6224.98,6336.45,32620.87
2018-09-19,6336.39,6517.70,6123.00,6391.89,39044.08
2018-09-20,6392.00,6540.00,6325.00,6492.00,25189.02
2018-09-21,6492.00,6784.86,6491.00,6759.02,51779.34
2018-09-22,6759.01,6839.03,6627.00,6723.05,29349.69
2018-09-23,6723.05,6788.23,6661.75,6708.00,30286.23
2018-09-24,6706.81,6730.00,6557.00,6581.39,35305.74
2018-09-25,6581.42,6584.01,6325.02,6447.54,40301.03
2018-09-26,6445.11,6557.99,6379.70,6465.12,33484.54
2018-09-27,6467.84,6750.00,6434.00,6689.13,33087.43
2018-09-28,6689.12,6814.80,6540.88,6634.58,42399.45
2018-09-29,6634.58,6636.00,6464.57,6596.38,30255.96
2018-09-30,6597.66,6662.00,6533.00,6626.57,27764.72
2018-10-01,6626.57,6667.09,6510.00,6611.61,20621.51
2018-10-02,6610.00,6640.00,6494.00,6525.79,28245.81
2018-10-03,6525.79,6549.00,6430.00,6510.00,28451.97
2018-10-04,6510.01,6643.46,6505.09,6593.79,20074.30
2018-10-05,6591.69,6697.00,6543.08,6635.65,16096.55
2018-10-06,6635.65,6651.00,6566.77,6594.27,10939.51
2018-10-07,6596.44,6640.00,6525.00,6615.26,17406.83
2018-10-08,6615.26,6715.60,6587.00,6673.01,23123.42
2018-10-09,6673.01,6685.38,6607.00,6656.61,15354.78
2018-10-10,6656.67,6659.95,6530.00,6631.00,15390.66
2018-10-11,6630.21,6633.92,6205.00,6252.68,48712.40
2018-10-12,6252.71,6360.00,6209.00,6298.01,29004.07
2018-10-13,6298.00,6345.00,6285.07,6332.93,19098.07
2018-10-14,6332.92,6416.00,6308.00,6339.34,15627.41
2018-10-15,6339.34,7680.00,6300.00,6752.50,90748.03
2018-10-16,6752.50,6900.00,6670.00,6759.27,27557.96
2018-10-17,6762.76,6811.12,6676.01,6740.89,26641.43
2018-10-18,6739.01,6796.00,6567.00,6618.96,20116.52
2018-10-19,6618.96,6648.14,6523.00,6528.88,20772.60
2018-10-20,6528.88,6617.65,6505.55,6588.40,19240.72
2018-10-21,6585.72,6663.90,6580.00,6590.11,6515.36
2018-10-22,6590.12,6639.00,6535.27,6581.20,16213.69
2018-10-23,6581.20,6595.00,6515.45,6553.51,13856.60
2018-10-24,6553.51,6630.00,6547.53,6565.50,11951.54
2018-10-25,6566.81,6575.09,6502.80,6528.09,10342.70
2018-10-26,6528.13,6600.00,6515.01,6538.63,9443.50
2018-10-27,6538.63,6558.35,6463.04,6505.60,7776.91
2018-10-28,6505.60,6514.17,6453.00,6489.93,5743.93
2018-10-29,6489.93,6505.01,6315.00,6344.50,13827.22
2018-10-30,6344.50,6395.00,6317.01,6330.87,8877.18
2018-10-31,6330.01,6428.00,6245.02,6371.93,12148.89
2018-11-01,6369.52,6442.65,6348.66,6410.00,9099.04
2018-11-02,6410.00,6460.34,6388.20,6433.98,9739.44
2018-11-03,6432.80,6439.97,6345.00,6387.09,7661.24
2018-11-04,6388.00,6525.00,6359.00,6485.85,10592.39
2018-11-05,6485.85,6504.39,6431.02,6468.99,8987.88
2018-11-06,6468.99,6531.31,6445.18,6519.11,11926.57
2018-11-07,6522.73,6615.15,6509.00,6578.46,14271.59
2018-11-08,6578.46,6594.00,6468.22,6479.84,13259.79
2018-11-09,6479.84,6511.53,6391.01,6419.99,11787.62
2018-11-10,6419.99,6475.55,6411.00,6433.05,7714.83
2018-11-11,6435.16,6462.14,6355.00,6449.81,8213.51
2018-11-12,6450.71,6497.00,6421.00,6453.07,10132.78
2018-11-13,6451.68,6498.00,6391.15,6457.66,11790.56
2018-11-14,6458.98,6482.84,5656.87,5922.41,46478.96
2018-11-15,5917.20,5939.54,5403.42,5753.40,47700.83
2018-11-16,5757.09,5782.89,5549.25,5655.94,38721.80
2018-11-17,5650.57,5656.60,5565.43,5628.29,26411.24
2018-11-18,5630.49,5738.17,5617.00,5662.00,23845.00
2018-11-19,5661.94,5664.00,4855.00,4910.03,70580.89
2018-11-20,4913.40,5048.24,4326.00,4558.86,117380.95
2018-11-21,4559.91,4787.20,4413.85,4661.07,61071.83
2018-11-22,4661.08,4721.77,4335.00,4370.00,34531.12
2018-11-23,4370.90,4484.00,4222.94,4420.61,49371.92
2018-11-24,4415.63,4527.00,3824.69,3932.44,61693.11
2018-11-25,3933.68,4233.00,3652.66,4085.78,101693.98
2018-11-26,4088.69,4206.00,3701.00,3862.20,94504.87
2018-11-27,3864.45,3940.00,3689.12,3875.21,67480.61
2018-11-28,3875.63,4394.47,3874.27,4264.85,91983.57
2018-11-29,4262.06,4450.38,4125.65,4295.84,73980.20
2018-11-30,4295.72,4341.36,3943.00,4041.32,67758.45
2018-12-01,4041.27,4299.99,3963.01,4190.02,44840.07
2018-12-02,4190.98,4312.99,4103.04,4161.01,38912.15
2018-12-03,4160.55,4179.00,3827.00,3884.01,49094.37
2018-12-04,3884.76,4085.00,3781.00,3951.64,48489.55
2018-12-05,3950.98,3970.00,3745.00,3769.84,44004.80
2018-12-06,3768.44,3899.99,3500.00,3508.75,68378.80
2018-12-07,3508.75,3549.99,3224.60,3403.55,95145.46
2018-12-08,3403.57,3495.00,3222.00,3410.93,55365.95
2018-12-09,3411.36,3658.00,3394.04,3545.37,45956.89
2018-12-10,3548.49,3610.00,3370.11,3432.88,40989.24
2018-12-11,3434.01,3480.00,3324.32,3380.39,35920.86
2018-12-12,3379.23,3492.00,3350.00,3445.00,33922.93
2018-12-13,3446.38,3460.00,3255.50,3302.06,40040.92
2018-12-14,3302.06,3335.39,3177.00,3224.17,44492.98
2018-12-15,3225.19,3276.50,3156.26,3211.72,29796.04
2018-12-16,3211.71,3294.00,3186.00,3228.67,24628.81
2018-12-17,3229.22,3585.00,3216.00,3509.08,66762.22
2018-12-18,3509.03,3678.59,3424.47,3652.98,61369.62
2018-12-19,3653.00,3912.73,3622.55,3662.22,94137.34
2018-12-20,3660.01,4120.00,3635.00,4049.62,101543.84
2018-12-21,4051.86,4139.99,3764.00,3838.66,82343.85
2018-12-22,3840.25,3979.00,3785.00,3948.91,42822.35
2018-12-23,3948.91,4021.53,3870.00,3929.71,40117.53
2018-12-24,3929.71,4198.00,3924.83,4008.01,64647.81
2018-12-25,4010.11,4020.00,3646.41,3745.79,62725.63
2018-12-26,3745.56,3837.15,3656.74,3777.74,42629.38
2018-12-27,3777.74,3813.98,3535.00,3567.91,44097.39
2018-12-28,3567.89,3887.25,3540.04,3839.26,45964.30
2018-12-29,3839.00,3892.00,3670.00,3695.32,38874.37
2018-12-30,3696.71,3903.50,3657.90,3801.91,33222.37
2018-12-31,3803.12,3810.00,3630.33,3702.90,29991.78
2019-01-01,3701.23,3810.16,3642.00,3797.14,23741.69
2019-01-02,3796.45,3882.14,3750.45,3858.56,35156.46
2019-01-03,3857.57,3862.74,3730.00,3766.78,29406.95
2019-01-04,3767.20,3823.64,3703.57,3792.01,29519.55
2019-01-05,3790.09,3840.99,3751.00,3770.96,30490.67
2019-01-06,3771.12,4027.71,3740.00,3987.60,36553.81
2019-01-07,3987.62,4017.90,3921.53,3975.45,31869.85
2019-01-08,3976.76,4069.80,3903.00,3955.13,38901.42
2019-01-09,3955.45,4006.81,3930.04,3966.65,28989.44
2019-01-10,3966.06,3996.01,3540.00,3585.88,59402.23
2019-01-11,3585.88,3658.00,3465.00,3601.31,38338.65
2019-01-12,3601.31,3618.19,3530.00,3583.13,21999.93
2019-01-13,3584.10,3611.10,3441.30,3476.81,26385.76
2019-01-14,3477.56,3671.87,3467.02,3626.09,35235.21
2019-01-15,3626.08,3648.42,3516.62,3553.06,34138.00
2019-01-16,3553.06,3645.00,3543.51,3591.84,27480.18
2019-01-17,3591.84,3634.70,3530.39,3616.21,29755.44
2019-01-18,3613.32,3620.00,3565.75,3594.87,22713.45
2019-01-19,3594.87,3720.00,3594.23,3665.30,22171.58
2019-01-20,3665.75,3693.73,3475.00,3539.28,27901.94
2019-01-21,3539.26,3559.51,3475.50,3526.90,19644.44
2019-01-22,3526.88,3608.50,3434.85,3570.93,29336.44
2019-01-23,3570.41,3607.98,3514.50,3552.82,24938.84
2019-01-24,3552.97,3589.00,3529.22,3569.62,20826.25
2019-01-25,3569.07,3587.15,3522.51,3565.29,17608.35
2019-01-26,3566.69,3662.94,3545.00,3565.25,19476.53
2019-01-27,3565.62,3579.00,3486.00,3550.84,22735.60
2019-01-28,3550.05,3557.75,3380.27,3434.15,40405.11
2019-01-29,3434.00,3443.45,3349.92,3411.04,29544.93
2019-01-30,3410.04,3478.00,3387.10,3458.18,23968.26
2019-01-31,3457.50,3489.20,3418.80,3434.10,29607.19
2019-02-01,3434.10,3488.00,3401.20,3462.07,25260.48
2019-02-02,3462.20,3526.40,3440.29,3504.77,17920.80
2019-02-03,3504.06,3511.09,3426.00,3458.11,19867.34
2019-02-04,3458.11,3484.88,3433.31,3463.22,23131.98
2019-02-05,3463.22,3478.97,3448.43,3471.59,25264.42
2019-02-06,3471.57,3482.72,3380.00,3405.37,35310.24
2019-02-07,3407.00,3426.45,3390.00,3398.40,18665.54
2019-02-08,3398.40,3733.58,3373.10,3659.04,47968.06
2019-02-09,3660.27,3680.02,3625.13,3665.18,24759.83
2019-02-10,3665.18,3684.99,3609.76,3680.06,23250.60
2019-02-11,3679.75,3684.90,3615.53,3631.05,24954.61
2019-02-12,3631.05,3667.60,3582.34,3631.46,29479.60
2019-02-13,3631.51,3670.00,3591.75,3609.40,25774.00
2019-02-14,3608.34,3626.40,3568.11,3590.56,21753.50
2019-02-15,3590.57,3653.23,3573.45,3602.47,20777.87
2019-02-16,3602.49,3648.20,3597.91,3618.41,19565.99
2019-02-17,3617.22,3700.11,3604.40,3667.58,25690.23
2019-02-18,3667.62,3925.00,3655.00,3898.60,64042.73
2019-02-19,3897.35,3994.52,3856.00,3907.79,50207.17
2019-02-20,3907.35,3986.98,3870.66,3969.74,36205.14
2019-02-21,3969.74,4016.48,3901.03,3937.31,31103.88
2019-02-22,3937.31,3988.00,3926.65,3962.00,23943.16
2019-02-23,3962.00,4162.02,3933.15,4117.76,33657.94
2019-02-24,4118.00,4198.00,3712.66,3743.56,62224.19
2019-02-25,3743.56,3872.66,3740.00,3827.92,38102.97
2019-02-26,3828.44,3841.51,3777.00,3809.23,28838.75
2019-02-27,3809.31,3838.85,3677.17,3818.07,31501.00
2019-02-28,3818.04,3888.00,3763.87,3813.69,32561.96
2019-03-01,3814.26,3857.00,3813.01,3823.00,23174.57
2019-03-02,3822.17,3841.31,3772.25,3819.93,19445.84
2019-03-03,3819.97,3835.00,3781.32,3807.75,16718.17
2019-03-04,3807.32,3830.00,3670.69,3715.30,34742.84
2019-03-05,3716.10,3877.10,3703.55,3857.73,32962.54
2019-03-06,3857.58,3907.00,3813.09,3861.84,24775.12
2019-03-07,3861.84,3905.40,3840.40,3873.64,26455.26
2019-03-08,3873.63,3932.00,3800.00,3864.89,34730.37
2019-03-09,3864.88,3971.75,3854.75,3943.04,30979.75
2019-03-10,3943.43,3943.43,3881.69,3916.82,23187.56
2019-03-11,3915.99,3936.98,3830.00,3871.61,38066.89
2019-03-12,3871.61,3905.20,3826.06,3882.73,26921.01
